,eng_reference,thai_reference,trimmed_segment_path
215," could easily get into the noodles.      The noodle texture is amazing,  it's so good.    Next one is shabu sliced pork,    Wow, the silky fat. The meat is so tender.    Alright, this one... -     -   - Sliced Kurobuta.   - I see. -     -   - Not a general pig.  - It should be soft. -     -   - It should be soft.  - It should be soft.      Let's boil it in the ladle separately.",ไอ้ตัวน้ำต้มยำมันแทรกเข้าไปในเนื้อ เนื้อของบะหมี่ โอ้โห กัดเข้าไป ดี ต่อไปเป็นหมูชาบูครับ ไปก่อนล่ะ มันแทรก แล้วแบบหมูนุ่ม นี่ๆ อันนี้ สะโพกคุโรบุตะ อืม ไม่ใช่หมูธรรมดา น่าจะนุ่มนะ น่าจะนุ่ม น่าจะนุ่ม เราๆ ใส่กระบวยแยกไหม มันน่าจะหายไป,combined_wav2/combined_output_2_216.wav
216,"   Look at that table, they're seriously eating.    How's it going? Is it yummy? -     -   - We're serious.   - So yummy. -         -   - Wow, you guys finish all.   - All of them.    Can you eat and make the Zeed sound?    Who makes the best Zeed gesture...  2000   will get 2,000 THB.    His tongue is probably scalded -     -   - You failed.   - Failed.  I haven't done it yet.  Only you are left.",ดูฝั่งโน้นดิ กินจริงจังมาก เป็นไงอร่อยไหม อร่อยไหม ตั้งใจสุดๆ อร่อยมาก โอ้โห หมดๆ ทุกอันเลย หมด ไหนซี้ดดิ กินแล้วซี้ดดิ ใครๆ กินแล้วหน้าซี้ดสุด เอาไปเลย บาท สงสัยลวกลิ้น ตกรอบ ตกรอบเลย ยังไม่ได้ซี้ดเลย เหลืออยู่คนเดียว,combined_wav2/combined_output_2_217.wav
217,"-     -     - You got it!   - Oh yeah, you got it.    Alright, your turn.  Spicy.    Same mistake   Failed!    Oh, zeed.  How about you?  OK, I'll try.    With Ahh sound too.  How about this one?  I want to fail.",เอาไปเลย ได้ว่ะ ได้ว่ะ ไหนๆ ลองซี้ดดิ เผ็ด โดนไปอีกคน ตกรอบ โอ๊ย ซี้ด ไหนซี้ดดิ เดี๋ยวผมจะลองให้ดู อ้าด้วยสิ อ้า ไหนคนนี้ ตกรอบได้ป่ะ,combined_wav2/combined_output_2_218.wav
218,"-   2000     -   - No, it's 2000 THB prize.  - This one failed. -     -   - Good.   - Kurobuta.    Good, isn't it?  I forgot to blow.  It's tender...  and easy to chew. -     -     - Not chewy but soft.   - Try it with the soup. -       -   - Oh, good. It should be...   - Awesome. -       -   - meat and then the soup right after.  - Yes.  Shall we change the soup to level 3...",ไม่ได้ดิ เลยนะ คนนี้ตกรอบ ได้ๆ คุโรบุตะ เป็นไง อร่อย ลืมเป่า นุ่ม เคี้ยวง่าย นุ่มไม่เหนียว ลองๆ ซดน้ำเปล่า อืมดี มันต้องแบบ ดีมาก หมูคำ ซดน้ำคำเนอะ ใช่ กูว่ามึงเปลี่ยนเป็นระดับสามเลยดีป่ะ,combined_wav2/combined_output_2_219.wav
219,   to add spiciness? -     -   - So we'll know.   - Are you sure? -     -     - Are you in?   - Alright.  We will see how spicy it is.  And we can tell others if it's really spicy.    Let...Let's do it.    Even stuttering   I'm going to taste... -     -   - the soup...   - Spicy soup level 3.  level 3 and see how it will be like.,เพิ่มความเผ็ดร้อน ดุดัน จะได้รู้กันไปเลย จะดีเหรอ เอาไหม ก็ได้ ก็ได้ เดี๋ยวลองดูว่าเผ็ดยังไง จะได้บอกคนอื่นได้ว่ามันเผ็ดจริงใช่ไหม จัดๆ จัดเลยเหรอ ถึงกับติดอ่างเลย เดี๋ยวลองชิมแบบว่า น้ำซุป เผ็ดระดับสาม ระดับสามว่าเป็นยังไง,combined_wav2/combined_output_2_220.wav
220,"-     -   - It's not too bad.   - OK. -       -   - It's OK.   - Now you choose. -     -   - Let's change.   - I want to have... -     -     - seafood now.   - Yeah, we have  799   premium seafood set, 799 THB.    Here it is.  This set comes with...  vegetable set as well along with...  the seafood set.  No pork at all.",ก็ได้อยู่นะ โอเค ได้อยู่ ได้อยู่ เลือกเลย เปลี่ยนดีกว่า ตอนนี้อยากกิน ซีฟู๊ดแล้ว เออ เราจัด ชุดแบบ บ้าง นี่ มา คือเซตเนี่ยเขาจะมีอันนี้มาให้ด้วย ก็คือผักพร้อมกับตัวเครื่อง ที่เป็นซีฟู๊ดนะฮะ อันเนี่ยจะไม่มีหมูเลย,combined_wav2/combined_output_2_221.wav
221,"-     -   - This one is chicken.   -Chicken.  The set we had before was pork.    Here's the shrimp.    Can you say Pork, Squid, Shrimp? -     -   - Pork, Squid, Shrimp.   - Faster. -       -   - Pork, Squid, Shrimp.   - 5 Times.      Pork, Squid, Shrimp, Pork, Squid, Shrimp    Pork, Squid, Shrimp, Pork, Squid, Shrimp  What the heck?    Here's the whole mitre squids,",ไอ้ตัวเนี่ยมันจะเป็นไก่ ไก่ เมื่อกี้จะเป็นหมู ป่ะ กุ้งนี่ ไหนพูดหมูหมึกกุ้งเร็วๆ ดิ หมูหมึกกุ้ง เร็วๆ หมูหมึกกุ้ง หมูหมึกกุ้ง ห้ารอบ หมูหมึกกุ้ง หมูหมึกกุ้ง หมูหมึกกุ้ง หมูหมึกกุ้ง หมูหมึกกุ้ง อะไรวะเนี่ย นี่ๆ ปลาหมึกศอกทั้งตัว,combined_wav2/combined_output_2_222.wav
222, New Zealand Mussels. -     -   - Can we put this one in?   - Hot pot. -    -   - Can we put them all in the ladle?   - Sure. -     -     - Oh wow.   - Beat it.    Beat them all. -     -   - The sauce adds the richness...   It's so rich.      to the soup. We should put it all. -       -   - Yes and these too.   - Meatball. -     -   - Oh!   - Just like that.  Yes.,หอยแมลงภู่นิวซีแลนด์ครับ เราใส่ไอ้นี่ลงไปได้ไหม หม้อไฟ อันนี้ใส่ทั้งทัพพีเลยป่ะ ต้องใส่ โอ้โห ตีเลย ตีเลย ตีให้แตก ตีให้แตก ซอสมันแบบเพิ่มความเข้มข้น ข้นนะ ให้กับน้ำซุป จริงๆ ต้องใส่ไปเลย ใช่ แล้วก็อันนี้นี่ ลูกชิ้น ห๊ะ นี่แบบนี้เลย ใช่แล้ว,combined_wav2/combined_output_2_223.wav
223,"-    -   - Just add it.   This set is valuable.  799   Yes, 799 THB for premium seafood set. -     -   - It's time for...  - I'm waiting for...  Apiwich to taste the soup.  Not spicy.  Because the chilli peppers you added,    aftertaste I have a spicy aftertaste.  It wasn't spicy at first..    but now I start to feel it.  Let's have a shrimp.",ใส่ลงไป หม้อนี้คุ้มมากเลยนะ คุ้ม คือยกมาทั้งทะเล ถึงเวลาที่ รอให้มันแบบว่า อภิวิชญ์ต้องชิมน้ำซุปสักหน่อย ชิลล์ แต่ตะกี้ใส่พริกแล้วมันแบบ เฮ้ย มันมีความเผ็ด คือตะกี้กินไปไม่เผ็ด แต่ตอนนี้เริ่มล่ะ เริ่มล่ะ มาเจอกันที่กุ้งดีกว่า,combined_wav2/combined_output_2_224.wav
224,"   It's a jumbo size.   The shrimp wriggled.  Chalky white.    You have to be careful when peeling the shrimp.  It actually splashes from the shrimp. -     -   - I got it.   - It's cooked well.  Do you know why shrimp is with M? -     -   - No.   - If it is not M, it'd be shrine.    Please keep the joke to yourself. -     -   - It's crunchy.   - It's crunchy.",กุ้งจัมโบ้ดูดิ ชิ้นใหญ่ สงสัยกุ้งจะดิ้น ขาวจั๊วะๆ คนแกะกุ้งต้องแกะระวังจริงๆ นะ คือมันกระเด็นที่กุ้งจริงๆ ได้กุ้งมาแล้วนะครับ ลวกกำลังดี รู้ไหมทำไมกุ้งถึงตัวงอ ไม่รู้ ถ้าไม่งอจะเป็นกุ้ม ไปเล่นที่บ้านนะ กรอบเด้งมาก กรอบเด้งมาก,combined_wav2/combined_output_2_225.wav
225,"   I'm getting another one...  and have someone in the team to peel it for me.  Squid here. -     -   - Crunchy.   - Firm and crunchy flesh. -       -   - Fresh and crunchy.   - Crunchy.    Oh, I got the shrimp.    Someone peeled it for me.    So sweet of you. Thank you.  I'll give 1,000 THB to anyone who peel it. -       -   - Hey, give me a shrimp.   - Nut...",เออ เดี๋ยวเราเอามาอีกตัวหนึ่งดีกว่า ให้ทีมงานแกะให้เราดีกว่า ปลาหมึกนะฮะ กรอบ เนื้อเด้ง กรอบ สด กรอบ อุ้ย เราเบิกตัวกุ้งมาแล้ว นี่ มีคนแกะกุ้งให้เราแล้ว น่ารักมากเลย ขอบคุณนะครับ ใครแกะให้เอาไปอีกพันหนึ่ง เฮ้ย เอากุ้งมาดิ พี่นัท,combined_wav2/combined_output_2_226.wav
226,-     -   - Give me a shrimp.   - I want to peel it. -     -   - I'll peel it for you.   - I heard that...    anyone who peel a shrimp will get 1000 THB.    I can peel the whole seafood set for you.  Oh wow!  It's so rich and creamy.  What is the ear scratching?  Let's try fish tofu with cheese.    melted cheese. -     -   - It's so good.   - seriously?,เอากุ้งมา อยากแกะ เดี๋ยวแกะให้พี่นัท เมื่อกี้ได้ยิน อะไรพันๆ หนึ่งใครแกะอะไรได้พันหนึ่ง หนูแกะให้ทั้งทะเลเลยนะคะ พี่ โอ้โห เข้มข้นมาก เกาหูคืออะไร เดี๋ยวเราลองเต้าหู้ปลาชีสดูนะครับ ชีสเยิ้มๆ ชีสเยิ้มๆ อร่อยมาก จริงป่ะ,combined_wav2/combined_output_2_227.wav
227," So good. -     -     - How about this one?   - This one is so yummy.  Mmh.    Look at this one.  Meatball stuffed with salted egg.    Look!    A lot of salted egg.  The more I eat, the more I feel that  the soup is much more rich and flavorful.    It's like 10 times more. Because in the past, MK   MK had Tom Yum Set too...",ดี ลองนี่บ้าง อันเนี่ย อร่อยจริง อืม นี่ๆ ดูอันนี้ ดูลูกชิ้นกับน้ำไข่เค็มเขาก่อน ดูดิ ดูดิ โอ้โห ไข่เค็มแน่นมาก คือแบบกินไปกินมารู้สึกว่า มันเข้มข้นกว่าเดิมเยอะมากเลยนะ หลายสิบเท่า เพราะว่าเมื่อก่อนเนี่ย มันมีชุดต้มยำเหมือนกัน,combined_wav2/combined_output_2_228.wav
228," light     but it was lighter. Now, it is...  10   10 times more rich and flavorful than before.  It's full-on. -     -   - Yes.   - They give extra chilli peppers, -       -     - Yes, lime.   - Veggies and eggs too.    Oh yes, eggs to add the creaminess.    Honestly, when we add some eggs...    it increases the richness.  You're doing good.",แต่ว่ามัน กว่านี้ แต่ตอนนี้มัน เข้มข้นยกกำลัง เลย ก็คือเหมือนมันถึงเครื่องมากขึ้น ใช่ เขามีแบบพริกเอย เออ มะนาว ผักเอย แล้วก็ไข่ด้วย เออ มีไข่เพิ่มความนัว จริงๆ แล้วเวลาไข่ใส่เข้าไปเนี่ย โอ้โห มันเพิ่มความเข้มข้นเนอะ ภูมิต้านทานเรานี่ได้นะ,combined_wav2/combined_output_2_229.wav
229,"-     -   - The soup is so delish.   - Yeah.    You like the noodles, do you?  Eat more, have it with the soup too. -         -     - Give me your bowl.   - Get it for me.    I want a Yaowarat fishball too. -       -   - How is it? Mellow?   - Yeah. -       -   - Mellow and tasty.   - Yeah.    Yaowarat fishball is nice and crunchy. -     -   - Fishball is so good.   - Awesome.    I'm so sweaty today.",น้ำซุปอร่อย เออ นี่ๆ ชอบกินเส้นไม่ใช่เหรอ เอาเพิ่มแล้วก็ซดกับซุปด้วย นี่ ชามมา ชามมา ตักมา ตักมา เอาลูกชิ้นอันนี้ด้วยนะ ลูกชิ้นเยาวราช เป็นไง กลมกล่อม อืม กลมกล่อม อร่อย อืม ลูกชิ้นเยาวราช เด้งมาก ลูกชิ้นดี เยี่ยม วันนี้แบบเหงื่อไหลแบบติ๋งๆ เลย,combined_wav2/combined_output_2_230.wav
230,"   hey it's getting more spicy.    Unable to control, brother  Let's try the chicken patty.      Wow, nice Shiitake and chicken smell.  Personally... -     -   - I like the pork.   - I prefer the pork one.  Yes. -     -   - Hot.   - Now, it's spicy...      hot and flavorful.  May I wipe your sweat?",เฮ้ย มันเผ็ดขึ้นน่ะ เก็บทรงไม่อยู่แล้วพี่ชาย ลองไก่เด้งบ้างนะครับ โห หอมไก่ หอมเห็ด แต่ว่าส่วนตัวเรา ชอบหมู เราว่าเราชอบหมูมากกว่า ใช่ ร้อน ตอนเนี่ยทั้งเผ็ด ทั้งร้อน ทั้งซี้ด ทั้งนัว ซับเหงื่อหน่อยไหมคะ,combined_wav2/combined_output_2_231.wav
231,"   good moment.     C'mon, let's summarize what we ate today.    Everyone, please join and give some comments...    for today meal. C'mon!    How was the meal today?    spicy and flavorful?  Yes.  I chose the third level of spiciness.  It was so spicy. -     -   - this one is level 5.   - Seriously?",โมเม้นท์ มา เดี๋ยวเรามาสรุปที่กินวันนี้ดีกว่า ให้ทุกคนเข้ามา ว่าแบบคอมเมนต์กันว่า วันนี้เป็นยังไง มาเร็วมา ไหน เป็นไงบ้างวันนี้ ซี้ด แซ่บไหม แซ่บค่ะ หนูเลือกความเผ็ดระดับสาม แซ่บมากจริงๆ หม้อนี้ห้า ห้าเลยเหรอ,combined_wav2/combined_output_2_232.wav
232,"-     -   - Why level 5?   - I added extra chilli peppers.  What?    How about you, Thida? -     -   - Was it yummy?   - It was so yummy.  I really liked the crispy pork...  and the Taiwanese noodles.    How about you Shain?    Honestly, I really like this one... -     -   - Yaowarat fishball, right?   - Yes.    It was so good and crunchy.",ห้าทำไม ใส่พริกเพิ่ม ห๊ะ ธิดาเป็นยังไงบ้างครับ คุณธิดา อร่อยไหมครับ อร่อยมากค่ะ ชอบหมูกรอบมาก กับตัวบะหมี่ไต้หวันนิ่มมาก ไหนๆ เชนชอบอันไหนเป็นไง เอาจริงๆ หนูชอบอันนี้มาก ลูกชิ้นเยาวราชเหรอใช่ป่ะ ใช่ อร่อยมาก คือแบบเด้ง,combined_wav2/combined_output_2_233.wav
233,"   And you, Dui?  I like Fish tofu with cheese. -     -   - It was so smooth.   - Very smooth.    I also like the crispy pork. It was so crispy.  Even when we boiled it in the soup...    it didn't get soft like from other restaurants.    It wasn't soft. -       -   - Yes, so good.   - So crispy.  What did you say?  I like the pork patty when it is cooked...",ไหนๆ คุณดุ่ย ก็คือตัวเต้าหู้ที่เป็นชีสน่ะครับ มันแบบเนื้อเนียนมาก เนื้อเนียน แล้วก็เป็นตัวพวกหมูกรอบ หมูกรอบกรอบมาก แล้วหมูกรอบเวลาเอาลงต้มแล้ว มันไม่นิ่มแบบเหมือนร้านอื่นจริงๆ นะ เออๆ มันไม่นิ่มนะ มันดี ใช่ๆ มันกรอบดีนะ ว่าไงนะ เราชอบตัวหมูเด้งแบบเวลาเอาไป,combined_wav2/combined_output_2_234.wav
234,"-     -   - Please be sure.   - in Tom Yum soup level 3.  Texture   The pork patty texture...  was gooey and crunchy. -     -   - How crunchy?   - Oh yeah.  For both of us,    we like it all. -     -   - I like the crispy pork the most.   - Yes.  Mine is the Tom Yum soup.    Everything was good in this hot pot.    If you like it rich and spicy,",เอาให้แน่ ต้มยำระดับสาม แล้วตัว ของตัวหมูเด้ง คือแบบกรึบ เด้งขนาดไหนครับ เออ สำหรับเราสองคนน่ะ จริงๆ ชอบหมดเลย บอกที่ชอบสุดก็คือหมูกรอบเนอะ ใช่ ชอบสุดคือน้ำซุปต้มยำ คือกินอะไรก็อร่อย คือแค่หม้อนี้เอาอยู่ แล้วก็ใครชอบแบบนัวๆ เข้มๆ,combined_wav2/combined_output_2_235.wav
235," then choose the soup level 3.  You can add extra chilli peppers too. -     -   - Yes.   - And the price is...  299   starting from 299 THB. 299 499 699   799 299 499 699 and 799 THB.    It's now close to Songkran,    MK if you don't go anywhere, just come to MK.  You can come every day.  This promotion is...",ระดับสามไปเลย ใครที่แบบเผ็ดไม่พอก็เติมพริกเข้าไปได้ ใช่ แล้วก็อันนี้มีราคาตามนี้เลย เริ่มต้นที่ บาทนะฮะ แล้วก็ แล้วช่วงเนี่ย กำลังจะใกล้สงกรานต์แล้ว หยุดยาวไม่ไปไหน ก็มากันที่ มาทุกวันเลยก็ได้นะ สำหรับโปรโมชั่นนี้นะครับ,combined_wav2/combined_output_2_236.wav
236," 7   from April 7...  25   to May 25.      I can come and eat every day. I won't get bored. -     -     - Yes.  - Right, it's so delish...  that I can have Tom Yum hot pot every day. -     -     - You can't eat again.   - Before we finish...  all of you have to make the Zeed sound.    Ah, it's because the person who has...  2000 the best Zeed gesture will get 2,000 THB",มีตั้งแต่วันที่ เมษา จนถึง พฤษภาคมนะครับ จริงๆ มากินได้ทุกวันเลย ไม่เบื่อ จริง เนอะแบบมาซี้ด มานัว มากินต้มยำหม้อไฟได้ทุกวันเลยนะฮะ กินรอบใหม่ก็ไม่ได้ ก่อนจบ เราขอซี้ด ขอซี้ดทีละคน อ๋อ เพราะว่าถ้าสมมุติว่าใคร ซี้ดดีได้,combined_wav2/combined_output_2_237.wav
237," I want the audience to judge who is the best.    I'm having a cute Zeed. -       -   - What? Done?  - No!    The yellow cap girl, come here. -       -   - Come to make the Zeed.   - Can you try? -     -   - Can you show me?   - Have a good Zeed one.      Woohoo.  Pretty and sexy. -     -   - Is it my turn?   - Yes.  Oho!",อยากให้คนดูตัดสินดีกว่าว่าใครได้ ซี้ดแบบน่ารัก น่ารัก ห๊ะ เสร็จแล้วเหรอ ไม่ได้ หมวกเหลืองมานี่ หมวกเหลือง ซี้ดดิ มาซี้ด ลองซี้ดดู ซี้ดให้ดูหน่อย ซี้ดแบบอร่อย เฮ้ย ไหนๆ ๆ ขายสวย ตาหนูเหรอ ใช่ๆ โอ้โห,combined_wav2/combined_output_2_238.wav
238," You're splashing your saliva, Shain. -     -   - OK.  - Alright.  Mine would be...  That's enough.  He probably wants some money. -         -   - Hey, let finish it.   - Bye bye.    Please hit Like, Share,  and Subcribe botton.  MK   And please have MK too. -     -   - Bye bye.   - Bye bye.",เชนน้ำลายกระเด็น ค่ะ ครับ บอลก็ต้องเป็น พอ สงสัยอยากได้เงิน เฮ้ย พอเถอะ จบ บ๊ายบาย มีเวลาก็ฝากกดไลก์ กดแชร์ กดซับสไครบ์ด้วยนะครับ แล้วก็ฝาก ด้วยนะครับ บ๊ายบาย บ๊ายบายครับ,combined_wav2/combined_output_2_239.wav
239,   This is my room for two nights.  Look!  Look at Arc de Triomphe.  Is the Eiffel Tower big?  I give up.  The trees are beautiful.  Everything is set except the smell.  The real smell of fish.    Very tall. As tall as the 5th-floored building.,และนี่คือห้องเก๋ อยู่ที่นี่สองคืน นี่ค่ะ วิวประตูชับอย่างนี้เลย หอไอเฟลข้างหลังใหญ่มั้ย เก๋ขอยอมแพ้ ต้นไม้สวยค่ะ ทุกอย่างเป็นเซ็ตยกเว้นกลิ่น กลิ่นปลาจริงๆ สูงมาก สูวเท่ากับตึกห้าชั้น,combined_wav2/combined_output_2_240.wav
240, Surrounded with laser.  And lots of guards.  We booked this one because of Arch of Triumph.  This is the most popular scene.  We're seeing the Arch of Triumph now.    Lots in influencers came to this one.  People are having breakfast.  I'll tag the hotel's location for you.,แน่นมากแสงเลเซอร์ ไม่พอมีการ์ดเพียบ เราตั้งใจจองที่นี่เพราะต้องการประตูชัย นี่คือวิวยอดฮิตที่ทุกคนมา ครั้งนี้เราเห็นประตูชัยแล้ว ระเบียงนี้อินฟลูฯ มาถ่ายเยอะมาก เห็นคนมากินอาหารเช้า เดี๋ยวแท็กโลเคชั่นโฮเทลให้ดู,combined_wav2/combined_output_2_241.wav
241, The view from this hotel is for breafast.  Is your bedroom's color cute?    Let's look around the room.  Very beautiful.  The color is cute.  Your outfit matches the room.  The room is blue and orange.  My bathroom is special.  So wow.,โรงแรมขายวิวห้องนี้มีคนมาทานอาหารเช้า ห้องนอนของเราสีน่ารักมั้ย เดี๋ยวให้ดูวิวห้องรอบๆ ก่อน สวยมาก สีน่ารักมาก พร้อมแต่งตัวสีเข้ากับห้อง ห้องสีน้ำเงินส้ม ห้องน้ำพิเศษมาก ว้าวมาก,combined_wav2/combined_output_2_242.wav
242," Taking a bath and seeing Arch of Triumph.  We're walking to have dinner.  The dishes we booked from Thailand.    Beautiful. It's 19.30.    Look, the color is good.  A middle dish of sea bream.  Salmon taco.  Prae is having a cheese burger.",อาบน้ำไปดูประตูชัยไป เราจะเดินไปทานดินเนอร์กัน อาหารที่เราจองมาจากเมืองไทย สวยมาก นี่คือทุ่มครึ่ง หน่อไม้ขาว สวยมากดูสีดิ ซีบรีมเป็นจานกลาง ทาโก้แซลม่อน ของพี่แพรชีสเบอร์เกอร์,combined_wav2/combined_output_2_243.wav
243," it's like caramel.    Yes, it's soft.  The sun is still up at 21.00.  You can't have a romantic dinner now.  The sun is still up.  Arch of Triumph at night.  The sun has just set at 21.00.  Look at the sky.  Our hotel in in the center.  We can see it day and night.",มันเหมือนคาราเมล จริงด้วย นิ่มๆ สามทุ่มสว่างมาก จะกินโรแมนติกดินเนอร์ที่ฝรั่งเศสตอนนี้ไม่ได้ ฟ้าสว่างอยู่ ประตูชัยตอนกลางคืน สามทุ่มกว่าพระอาทิตย์เพิ่งตกติด ดูฟ้าสิ โรงแรมเราอยู่ใจกลาง เห็นทั้งวันทั้งคืน,combined_wav2/combined_output_2_244.wav
244, We'll go to the Eiffel Tower tomorrow.    Our hotel is right out of the Arch of Triumph.  Our bedroom and bathroom are lighted on.  Third floor.  Arriving at our hotel.  Hotel Splendid Hotel splendid is a good name.    Our bedroom is impressive.  Good morning.,พรุ่งนี้เราจะไปหอไอเฟลตอนเช้าตรงนู้น ประตูชัยปั๊บเดินออกมา โรงแรมเราอยู่นี่ ห้องเราไม่ได้ปิดไฟทั้งห้องนอนห้องน้ำ ชั้นสาม ถึงโรงแรมเราแล้ว ชื่อโรงแรมเราเพราะนะ ประทับใจ ดูห้องนอนเราสิ อรุณสวัสดิ์แต่เช้าเลย,combined_wav2/combined_output_2_245.wav
245, We're going to the Eiffel Tower.  Is the Eiffel Tower behind me big?  Let's take a closer look.  Emily in Paris This is a setting of Emily in Paris.    Everyone takes pictures here.  The buildings here are good.  Emily in Paris The passage I shoot is in Emily in Paris.  The passage to see the Eiffel Tower.,วันนี้จะพาไปดูหอไอเฟล หอไอเฟลข้างหลังใหญ่มั้ย จะพาไปดูใกล้ๆ ตรงนี้เป็นฉากถ่ายหนัง ใครๆ ก็มาถ่ายรูปตรงมุมมนี้ ตึกตรงนี้สวยมาก ช่องที่ถ่ายรูปคือฉากใน ช่องที่มาดูไอเฟล,combined_wav2/combined_output_2_246.wav
246,"   Look from many angles.  The closer, the bigger and taller.  The line was long when I was a kid.  So I'm shooting it here.    The tree trimming is all the same.    We're lucky. They say it'll be a heavy rain.  But it hasn't rained for 3 days.  The sun shines every day.",ดูหลายๆ มุม ยิ่งใกล้ยิ่งใหญ่ยิ่งสูง เคยขึ้นตอนเด็กแล้วคิวยาวมาก เลยถ่ายให้ดูจากข้างล่างนะคะ ตัดต้นไม้เท่มาก เหมือนกันหมดเลย เราโชคดีมาก เขาบอกว่าฝนจะตกหนักมาก แต่ตอนวันฝนไม่ตกเลย แดดออกทุกวัน,combined_wav2/combined_output_2_247.wav
247, Look at the line.  I give up going on it.  Let's look at it from here.  I'm on the other side.  This is the park side.  military monument This is the military monument.  The monument for their soldiers.  I'm here.  We're inside now.,ดูคิวสิคะ เก๋ขอยอมแพ้ไม่ขึ้น ดูจากข้างล่างนะ เดินมาอีกฝั่งแล้วนะคะ นี่เป็นฝั่งปาร์ค นี่เป็น เป็นอนุสาวรีย์ให้กับทหาร ถึงแล้วค่า เข้ามาข้างในแล้วนะคะ,combined_wav2/combined_output_2_248.wav
248," We're the second queue.    They've already set the menu for us.  Let's see what they are.  It's the well-known steak.  appetizer   The appetizer is salad.  Steak with fries, that's it.  That's all.  We have to queue up.    We have to be here 30 mins in advance.",เราเป็นคิวที่สองของร้านพอดีเลย ไม่ต้องสั่งอะไร เขาจะมีเมนูเซ็ตให้เรา มาดูกันว่าเป็นอะไรบ้าง เป็นเสต็กชื่อดัง มี ให้เราเป็นสลัด แล้วก็เป็นเสต็กกับฟรายแค่นั้นเลย อาหารมีแค่นั้นเลย แต่ต้องมาคิวอัพก่อน มาก่อนเวลาเยอะมาก ครึ่งชั่วโมง,combined_wav2/combined_output_2_249.wav
249, We're lucky to be the 2nd queue.  They served salad.  Bread.  There's only one menu which is beef.  We can choose the beef we'd like.  What they served me  is nothing left.  It's cold but shiny.  Look.,โชคดีมากเป็นคิวที่สอง เขาเสิร์ฟแล้วเป็นสลัด ขนมปัง ไม่ต้องสั่งเพราะเขามีเมนูเดียวกินเนื้อเหมือนกันหมด ให้เราเลือกว่าจะเอาเนื้อแบบไหน เสิร์ฟอะไรมา เหลือแต่วิญญาณ แดดเปรี้ยงแต่เย็นเจี๊ยบ ดูสิคะ,combined_wav2/combined_output_2_250.wav
250, The corner shops are all cute.  We finished lunch.  Let's go for a walk.  Champs Elysees This is Champs Elysees.  The most popular street in Paris.  The trees are beautiful.  This is a shopping area.    Lots of famous shops.    It's cold though it's shiny.,ร้านหัวมุมน่ารักหมดทุกร้าน ทานข้าวกลางวันเสร็จแล้ว เดินย่อยอาหารแป๊บนึงนะคะ นี่คือ ถนนที่ดังที่สุดในปารีส ต้นไม่สวยค่ะ ย่านนี้เป็นย่านช็อปปิ้งด้วย มีช็อปดังๆ เยอะแยะมากมาย เห็นแดดขนาดนี้ หนาวมากเลย,combined_wav2/combined_output_2_251.wav
251, We're at the popular ramen restaurant.  I've searched it from the social media.  The restaurant is set like a fish market.  Everthing is set except the smell.  The real smell of fish.  Mine is lobster soup.  Prom's having fish soup.  The masters of remen.    We love noodles.,ถึงร้านราเมนยอดฮิตของที่นี่ ตามรอยโซเซียลมีเดียมาเลย ร้านจำลองเป็นเหมือนตลาดปลา ทุกอย่างเซ็ตหมดยกเว้นกลิ่น กลิ่นปลาจริงๆ ของเก๋ซุปล็อบสเตอร์ พร้อมซุปปลาเข้มข้น เจ้าพ่อเจ้าแม่ราเมน เรื่องเส้นๆ ขอให้บอก,combined_wav2/combined_output_2_252.wav
252, We've had ramen in Paris.  37   It cost 37 euros.  We're around Louvre Museum.  I've booked the ticket for tomorrow.  People like to take photos here.  I'll show you inside tomorrow.  Paris is so romantic.  Very beautiful.,ตามรอยราเมนในปารีสมาเรียบร้อย เจ็บตัวไป ยูโร ตอนนี้เดินมาแถวลูฟวร์ เก๋จองตั๋วไว้แล้วเดี๋ยงพรุ่งนี้มา นี่บริเวณที่คนมาถ่ายรูปกัน พรุ่งนี้จะพาชมข้างในนะ ปารีสเป็นเมืองที่โรแมนติกมาก สวยมากๆ,combined_wav2/combined_output_2_253.wav
253," Beautiful from all angles.    I'm serious about it.  The weather is good today.  After the Eiffel Tower, we booked the cruise.  20   Only 20 euros per person.  We're leaving the port.  Where are we going?  Bye the Eiffel Tower.  Cruise along the beautiful river.",สวยทุกมุม จริงๆ สวยทุกมุมจริงๆ วันนี้อากาศดีนะคะ พอทัวร์ไอเฟลเสร็จเราก็เลยจองเรือ คนละ ยูโรเท่านั้นนะคะ เรือออกแล้วค่ะ ไปไหนครับ บ๊ายบายไอเฟลค่ะ ล่องแม่น้ำสวยๆ,combined_wav2/combined_output_2_254.wav
254," What's the name of the river?    Can I translate French? No.      Look, a big and crowded boat.    Way beautiful.    Please insert this image.  I have passed this place.  la Concorde The 3rd stop, la Concorde.",ชื่อแม่น้ำอะไรนะคะ แปลภาษาฝรั่งเศสได้มั้ย ไม่ได้ ดูเรือตรงข้าม ลำใหญ่ คนเยอะมาก สวยมากเลย สวยอ่ะ อินเสิร์ทภาพนี้ ขึ้นภาพนี้หน่อยนะคะ ว่าพี่เก๋ล่องเรือผ่านแล้ว อันนี้สต็อปที่สาม,combined_wav2/combined_output_2_255.wav
